0.100000  2.004227e+00
0.102000  1.968578e+00
0.104040  1.934358e+00
0.106121  1.901498e+00
0.108243  1.869927e+00
0.110408  1.839582e+00
0.112616  1.810402e+00
0.114869  1.782330e+00
0.117166  1.755312e+00
0.119509  1.729297e+00
0.121899  1.704235e+00
0.124337  1.680083e+00
0.126824  1.656795e+00
0.129361  1.634332e+00
0.131948  1.612655e+00
0.134587  1.591727e+00
0.137279  1.571514e+00
0.140024  1.551984e+00
0.142825  1.533104e+00
0.145681  1.514847e+00
0.148595  1.497184e+00
0.151567  1.480090e+00
0.154598  1.463538e+00
0.157690  1.447507e+00
0.160844  1.431973e+00
0.164061  1.416916e+00
0.167342  1.402315e+00
0.170689  1.388152e+00
0.174102  1.374408e+00
0.177584  1.361066e+00
0.181136  1.349210e+00
0.184759  1.335477e+00
0.188454  1.321844e+00
0.192223  1.308286e+00
0.196068  1.294782e+00
0.199989  1.281313e+00
0.203989  1.267862e+00
0.208069  1.254416e+00
0.212230  1.240961e+00
0.216474  1.227490e+00
0.220804  1.213992e+00
0.225220  1.200463e+00
0.229724  1.186896e+00
0.234319  1.173289e+00
0.239005  1.159638e+00
0.243785  1.145941e+00
0.248661  1.132200e+00
0.253634  1.118412e+00
0.258707  1.104581e+00
0.263881  1.090707e+00
0.269159  1.076793e+00
0.274542  1.062841e+00
0.280033  1.048855e+00
0.285633  1.034839e+00
0.291346  1.020796e+00
0.297173  1.006731e+00
0.303117  9.926483e-01
0.309179  9.785524e-01
0.315362  9.644483e-01
0.321670  9.503408e-01
0.328103  9.362350e-01
0.334665  9.221360e-01
0.341358  9.080489e-01
0.348186  8.939787e-01
0.355149  8.799306e-01
0.362252  8.659095e-01
0.369497  8.519205e-01
0.376887  8.379684e-01
0.384425  8.240580e-01
0.392114  8.101942e-01
0.399956  7.963814e-01
0.407955  7.826242e-01
0.416114  7.689269e-01
0.424436  7.552938e-01
0.432925  7.417291e-01
0.441584  7.282365e-01
0.450415  7.148201e-01
0.459424  7.014834e-01
0.468612  6.882300e-01
0.477984  6.750632e-01
0.487544  6.619863e-01
0.497295  6.490023e-01
0.507241  6.361143e-01
0.517386  6.233248e-01
0.527733  6.106367e-01
0.538288  5.980523e-01
0.549054  5.855740e-01
0.560035  5.732040e-01
0.571235  5.609443e-01
0.582660  5.487968e-01
0.594313  5.367634e-01
0.606200  5.248457e-01
0.618324  5.130452e-01
0.630690  5.049330e-01
0.643304  4.925189e-01
0.656170  4.803482e-01
0.669293  4.684161e-01
0.682679  4.567180e-01
0.696333  4.452492e-01
0.710259  4.340053e-01
0.724465  4.229819e-01
0.738954  4.121747e-01
0.753733  4.015793e-01
0.768808  3.911917e-01
0.784184  3.810078e-01
0.799867  3.710236e-01
0.815865  3.612351e-01
0.832182  3.516386e-01
0.848826  3.422302e-01
0.865802  3.330063e-01
0.883118  3.239633e-01
0.900781  3.150976e-01
0.918796  3.064057e-01
0.937172  2.978842e-01
0.955916  2.895299e-01
0.975034  2.813393e-01
0.994535  2.733094e-01
