# column 1: wavelength (micron)
# column 2: total flux; F_nu (Jy)
# column 3: transparent flux; F_nu (Jy)
# column 4: direct primary flux; F_nu (Jy)
# column 5: scattered primary flux; F_nu (Jy)
# column 6: direct secondary flux; F_nu (Jy)
# column 7: scattered secondary flux; F_nu (Jy)
9.000000000e-02 5.005717082e-05 3.364308819e-04 4.362275071e-05 6.434420107e-06 0.000000000e+00 0.000000000e+00
9.541091806e-02 2.835419868e-04 1.755805842e-03 2.435121962e-04 4.002979057e-05 0.000000000e+00 0.000000000e+00
1.011471476e-01 3.935274959e-04 2.087422831e-03 3.314196103e-04 6.210788554e-05 0.000000000e+00 0.000000000e+00
1.072282468e-01 5.410814624e-04 2.381351324e-03 4.457366451e-04 9.534481728e-05 0.000000000e+00 0.000000000e+00
1.136749497e-01 6.300097863e-04 2.368876150e-03 5.116717336e-04 1.183380527e-04 0.000000000e+00 0.000000000e+00
1.205092367e-01 6.039349411e-04 2.001120844e-03 4.853742935e-04 1.185606476e-04 0.000000000e+00 0.000000000e+00
1.277544101e-01 7.720377324e-04 2.298701434e-03 6.164648543e-04 1.555728781e-04 0.000000000e+00 0.000000000e+00
1.354351729e-01 8.571655687e-04 2.329228836e-03 6.835556639e-04 1.736099049e-04 0.000000000e+00 0.000000000e+00
1.435777131e-01 8.956966295e-04 2.226702831e-03 7.135747715e-04 1.821218580e-04 0.000000000e+00 0.000000000e+00
1.522097936e-01 9.656142207e-04 2.173283914e-03 7.613033015e-04 2.043109192e-04 0.000000000e+00 0.000000000e+00
1.613608460e-01 1.017816505e-03 2.106059262e-03 7.887822039e-04 2.290343015e-04 0.000000000e+00 0.000000000e+00
1.710620718e-01 1.041724572e-03 2.073921601e-03 7.970838342e-04 2.446407380e-04 0.000000000e+00 0.000000000e+00
1.813465479e-01 9.974217004e-04 2.028820235e-03 7.631565201e-04 2.342651802e-04 0.000000000e+00 0.000000000e+00
1.922493402e-01 8.776490913e-04 1.960044738e-03 6.800946198e-04 1.975544715e-04 0.000000000e+00 0.000000000e+00
2.038076228e-01 7.390840150e-04 1.888311851e-03 5.845472100e-04 1.545368050e-04 0.000000000e+00 0.000000000e+00
2.160608044e-01 7.109012835e-04 1.863614336e-03 5.658899691e-04 1.450113143e-04 0.000000000e+00 0.000000000e+00
2.290506634e-01 7.806802961e-04 1.784837061e-03 6.137649592e-04 1.669153369e-04 0.000000000e+00 0.000000000e+00
2.428214897e-01 8.846219310e-04 1.702834549e-03 6.863982194e-04 1.982237115e-04 0.000000000e+00 0.000000000e+00
2.574202362e-01 9.815626403e-04 1.678710921e-03 7.629427835e-04 2.186198569e-04 0.000000000e+00 0.000000000e+00
