# column 1: wavelength (micron)
# column 2: total flux; F_nu (Jy)
# column 3: transparent flux; F_nu (Jy)
# column 4: direct primary flux; F_nu (Jy)
# column 5: scattered primary flux; F_nu (Jy)
# column 6: direct secondary flux; F_nu (Jy)
# column 7: scattered secondary flux; F_nu (Jy)
9.000000000e-02 2.398775965e-04 3.366080659e-04 2.219033387e-04 1.797425777e-05 0.000000000e+00 0.000000000e+00
9.541091806e-02 1.293314695e-03 1.756942232e-03 1.197198454e-03 9.611624084e-05 0.000000000e+00 0.000000000e+00
1.011471476e-01 1.627983989e-03 2.089597476e-03 1.509123255e-03 1.188607342e-04 0.000000000e+00 0.000000000e+00
1.072282468e-01 1.947818474e-03 2.371345899e-03 1.813214267e-03 1.346042075e-04 0.000000000e+00 0.000000000e+00
1.136749497e-01 2.019345719e-03 2.376119933e-03 1.887533070e-03 1.318126489e-04 0.000000000e+00 0.000000000e+00
1.205092367e-01 1.725032302e-03 1.998250831e-03 1.614944924e-03 1.100873774e-04 0.000000000e+00 0.000000000e+00
1.277544101e-01 2.026039182e-03 2.303479529e-03 1.903601217e-03 1.224379653e-04 0.000000000e+00 0.000000000e+00
1.354351729e-01 2.079566801e-03 2.335771701e-03 1.958236631e-03 1.213301704e-04 0.000000000e+00 0.000000000e+00
1.435777131e-01 2.017952336e-03 2.242106747e-03 1.903647039e-03 1.143052967e-04 0.000000000e+00 0.000000000e+00
1.522097936e-01 1.975996543e-03 2.173351150e-03 1.867602817e-03 1.083937260e-04 0.000000000e+00 0.000000000e+00
1.613608460e-01 1.917532242e-03 2.093759119e-03 1.812233106e-03 1.052991364e-04 0.000000000e+00 0.000000000e+00
1.710620718e-01 1.903576282e-03 2.075862309e-03 1.796415032e-03 1.071612505e-04 0.000000000e+00 0.000000000e+00
1.813465479e-01 1.858854660e-03 2.033174924e-03 1.748165287e-03 1.106893728e-04 0.000000000e+00 0.000000000e+00
1.922493402e-01 1.776085738e-03 1.957234404e-03 1.659609078e-03 1.164766600e-04 0.000000000e+00 0.000000000e+00
2.038076228e-01 1.698497109e-03 1.889974181e-03 1.572921700e-03 1.255754090e-04 0.000000000e+00 0.000000000e+00
2.160608044e-01 1.671963900e-03 1.861031698e-03 1.540860775e-03 1.311031244e-04 0.000000000e+00 0.000000000e+00
2.290506634e-01 1.644681381e-03 1.793058291e-03 1.510084694e-03 1.345966872e-04 0.000000000e+00 0.000000000e+00
2.428214897e-01 1.596930670e-03 1.709690966e-03 1.464183792e-03 1.327468778e-04 0.000000000e+00 0.000000000e+00
2.574202362e-01 1.578716476e-03 1.672876420e-03 1.449114591e-03 1.296018844e-04 0.000000000e+00 0.000000000e+00
2.728966785e-01 1.574923029e-03 1.658012645e-03 1.446241654e-03 1.286813750e-04 0.000000000e+00 0.000000000e+00
2.893035848e-01 1.595413472e-03 1.673587760e-03 1.469071528e-03 1.263419441e-04 0.000000000e+00 0.000000000e+00
3.066968958e-01 1.609074104e-03 1.683423599e-03 1.486895495e-03 1.221786092e-04 0.000000000e+00 0.000000000e+00
3.251359155e-01 1.609913424e-03 1.678521433e-03 1.486616182e-03 1.232972425e-04 0.000000000e+00 0.000000000e+00
